Country,Province,City,AllOrToday,confirm,suspect,dead,heal
中国,宁夏,银川,All,28,0,0,5
中国,宁夏,吴忠,All,10,0,0,4
中国,宁夏,中卫,All,3,0,0,2
中国,宁夏,固原,All,2,0,0,2
中国,宁夏,石嘴山,All,1,0,0,0
中国,宁夏,宁东管委会,All,1,0,0,0
中国,香港,,All,29,0,1,0
中国,香港,地区待确认,All,29,0,1,0
中国,青海,,All,18,0,0,3
中国,青海,西宁,All,15,0,0,3
中国,青海,海北州,All,3,0,0,0
中国,台湾,,All,18,0,0,1
中国,台湾,地区待确认,All,18,0,0,1
中国,澳门,,All,10,0,0,1
中国,澳门,地区待确认,All,10,0,0,1
中国,西藏,,All,1,0,0,0
中国,西藏,地区待确认,All,1,0,0,0
日本,,,All,95,0,0,1
新加坡,,,All,40,0,0,2
泰国,,,All,32,0,0,8
韩国,,,All,27,0,0,3
马来西亚,,,All,17,0,0,2
澳大利亚,,,All,15,0,0,5
越南,,,All,14,0,0,3
德国,,,All,14,0,0,0
美国,,,All,12,0,0,1
法国,,,All,11,0,0,0
阿联酋,,,All,7,0,0,0
加拿大,,,All,7,0,0,0
印度,,,All,3,0,0,0
意大利,,,All,3,0,0,0
菲律宾,,,All,3,0,1,0
英国,,,All,3,0,0,0
俄罗斯,,,All,2,0,0,0
西班牙,,,All,2,0,0,0
斯里兰卡,,,All,1,0,0,1
瑞典,,,All,1,0,0,0
芬兰,,,All,1,0,0,1
柬埔寨,,,All,1,0,0,0
尼泊尔,,,All,1,0,0,0
比利时,,,All,1,0,0,0
